codigo,nome,categoria,rua,predio,nivel,ap,validade,data_armazenado,quantidade,numero_lote,tipo,palete
1836,ACC SHN MEDIUM ADULT 12KG,Geral,4,11,2,2,06/03/2026,4,1,L0459,AE,INTEIRO
75,ACC SPN MINI JR 20KG PRO,Geral,4,12,0,1,15/02/2026,,1,L0460,AP,MEIO
78,ACC SPN MEDIUM ADULT 20KG PRO,Geral,4,12,0,2,,,1,L0461,AP,MEIO
1008,ACC SPN MAXI STARTER 20KG PRO,Geral,4,12,0,3,17/10/2025,,1,L0462,AP,TERCO
92,ACC SPN PASTOR ALEMAO JR 20KG PRO,Geral,4,12,0,4,,,1,L0463,AP,TERCO
94,ACC SPN GOLDEN AD 20KG PRO,Geral,4,12,0,5,15/03/2026,,1,L0464,AP,MEIO
94,ACC SPN GOLDEN AD 20KG PRO,Geral,4,12,0,5,13/12/2025,,1,L0465,AP,MEIO
1702,ACC SPN MAXI ADULT 18KG PRO,Geral,4,12,2,1,25/02/2026,4,1,L0466,AE,INTEIRO
1804,ACC SHN MAXI ADULT 12KG,Geral,4,12,2,2,13/04/2026,4,1,L0467,AE,INTEIRO
896,ACC SHN MEDIUM AGEING 10 15KG,Geral,4,13,0,1,10/02/2026,,1,L0468,AP,MEIO
1839,ACC SHN GIANT ADULT 12KG,Geral,4,13,0,2,12/03/2026,,1,L0469,AP,MEIO
42,ACC SHN GIANT PUPPY 15KG,Geral,4,13,0,3,16/01/2026,,1,L0470,AP,MEIO
42,ACC SHN GIANT PUPPY 15KG,Geral,4,13,0,3,05/12/2025,,1,L0471,AP,MEIO
1841,ACC SHN GIANT JR 12KG,Geral,4,13,0,4,18/04/2026,,1,L0472,AP,MEIO
1839,ACC SHN GIANT ADULT 12KG,Geral,4,13,2,1,03/05/2026,4,1,L0473,AE,INTEIRO
1836,ACC SHN MEDIUM ADULT 12KG,Geral,4,13,2,2,23/04/2026,4,1,L0474,AE,INTEIRO
79,ACC SPN MAXI JR 20KG PRO,Geral,4,14,0,1,22/03/2026,,1,L0475,AP,MEIO
79,ACC SPN MAXI JR 20KG PRO,Geral,4,14,0,1,04/03/2026,,1,L0476,AP,MEIO
82,ACC SPN GIANT ADULT 20KG PRO,Geral,4,14,0,2,03/03/2026,,1,L0477,AP,MEIO
101,ACC SPN COMPETITION 20KG PRO,Geral,4,14,0,3,03/03/2026,,1,L0478,AP,TERCO
1528,ACC SPN POMERANIAN ADULT 10 1KG PRO,Geral,4,14,0,4,06/03/2026,,1,L0479,AP,TERCO
1381,ACC SPN HT42D SMALL 10 1KG PRO,Geral,4,14,0,5,16/10/2025,,1,L0480,AP,TERCO
1009,ACC SPN GIANT STARTER 20KG PRO,Geral,4,14,0,6,22/11/2025,,1,L0481,AP,TERCO
1151,ACC SPN BULLDOG FRAN JR 20KG PRO,Geral,4,14,0,7,16/11/2025,,1,L0482,AP,TERCO
98,ACC SPN HT42D LARGE D 20KG PRO,Geral,4,14,0,8,27/02/2026,,1,L0483,AP,TERCO
98,ACC SPN HT42D LARGE D 20KG PRO,Geral,4,14,0,8,18/09/2025,,1,L0484,AP,TERCO
1836,ACC SHN MEDIUM ADULT 12KG,Geral,4,14,2,1,06/03/2026,4,1,L0485,AE,INTEIRO
1804,ACC SHN MAXI ADULT 12KG,Geral,4,14,2,2,14/03/2026,4,1,L0486,AE,INTEIRO
775,ACC FPN KITTEN 10 1KG (BIRTH GROWTH) PRO,Geral,5,2,0,1,14/03/2026,,1,L0487,AP,MEIO
149,ACC FPN MOTHER E BABY CAT 10 1KG (BIRTH,Geral,5,2,0,2,07/02/2026,,1,L0488,AP,MEIO
149,ACC FPN MOTHER E BABY CAT 10 1KG (BIRTH,Geral,5,2,0,2,16/05/2026,,1,L0489,AP,MEIO
152,ACC FPN PERSIAN 15KG PRO,Geral,5,2,0,3,18/03/2026,,1,L0490,AP,MEIO
153,ACC FPN MAINE COON 15KG PRO,Geral,5,2,0,3,09/12/2025,,1,L0491,AP,MEIO
153,ACC FPN MAINE COON 15KG PRO,Geral,5,2,0,3,19/03/2026,,1,L0492,AP,MEIO
1715,ACC VDC G. I. LOW FAT SMALL DOG 1 5KG,Veterinária,5,2,2,1,25/10/2026,5,1,L0493,AE,INTEIRO
1715,ACC VDC G. I. LOW FAT SMALL DOG 1 5KG,Veterinária,5,2,2,2,25/10/2026,5,1,L0494,AE,INTEIRO
777,ACC FPN STERILISED 15KG PRO,Geral,5,4,0,1,05/03/2026,,1,L0495,AP,MEIO
1518,ACC FPN HAIR SKIN 10 1KG PRO,Geral,5,4,0,2,24/02/2026,,1,L0496,AP,TERCO
1518,ACC FPN HAIR SKIN 10 1KG PRO,Geral,5,4,0,2,13/01/2026,,1,L0497,AP,TERCO
776,ACC FPN QUEEN 10 1KG (BIRTH GROWTH) PRO,Geral,5,4,0,3,21/11/2025,,1,L0498,AP,TERCO
776,ACC FPN QUEEN 10 1KG (BIRTH GROWTH) PRO,Geral,5,4,0,3,07/03/2026,,1,L0499,AP,TERCO
1519,ACC FPN DIGESTIVE CARE 10 1KG PRO,Cuidados,5,4,0,4,12/04/2026,,1,L0500,AP,TERCO
151,ACC FPN SENSIBLE 15KG PRO,Geral,5,4,0,5,02/03/2026,,1,L0501,AP,MEIO
151,ACC FPN SENSIBLE 15KG PRO,Geral,5,4,0,5,23/03/2026,,1,L0502,AP,MEIO
150,ACC FPN FIT 15KG PRO,Geral,5,4,0,6,13/03/2026,,1,L0503,AP,MEIO
150,ACC FPN FIT 15KG PRO,Geral,5,4,0,6,16/02/2026,,1,L0504,AP,MEIO
1715,ACC VDC G. I. LOW FAT SMALL DOG 1 5KG,Veterinária,5,4,2,2,18/11/2026,5,1,L0505,AE,INTEIRO
1790,PTCO GATO TRULY CRE ATUM E BONITO 14GX5 70G,Geral,5,6,0,1,12/01/2026,,1,L0506,AP,TERCO
1787,PTCO GATO TRULY CRE CAM. E BACALHAU 14GX5 70G,Geral,5,6,0,2,12/01/2026,,1,L0507,AP,TERCO
1791,PTCO GATO TRULY CRE FRANGO E BIFE 14GX5 70G,Geral,5,6,0,3,12/01/2026,,1,L0508,AP,TERCO
1789,PTCO GATO TRULY CRE SAL. E BACALHAU 14GX5 70G,Geral,5,6,0,4,12/01/2026,,1,L0509,AP,TERCO
1788,PTCO GATO TRULY CRE SAL. E CRANBERRY 14GX5 70G,Geral,5,6,0,5,12/01/2026,,1,L0510,AP,TERCO
1835,PTCO GATO TRULY CRE SABOR SORTIDO 14GX30 420G,Geral,5,6,0,6,29/09/2026,,1,L0511,AP,TERCO
1835,PTCO GATO TRULY CRE SABOR SORTIDO 14GX30 420G,Geral,5,6,0,6,26/11/2026,,1,L0512,AP,TERCO
1796,PTCO GATO TRULY CRE FRANGO E BIFE 14GX30 420G,Geral,5,6,0,7,12/01/2026,,1,L0513,AP,TERCO
1792,PTCO GATO TRULY CRE CAM. E BACALHAU 14GX30 420G,Geral,5,6,0,8,12/01/2026,,1,L0514,AP,TERCO
1795,PTCO GATO TRULY CRE ATUM E BONITO 14GX30 420G,Geral,5,6,0,9,12/01/2026,,1,L0515,AP,TERCO
1794,PTCO GATO TRULY CRE SAL. E BACALHAU 14GX30 420G,Geral,5,6,0,10,12/01/2026,,1,L0516,AP,TERCO
1793,PTCO GATO TRULY CRE SAL. CRANBERRY 14GX30 420G,Geral,5,6,0,11,12/01/2026,,1,L0517,AP,TERCO
1754,PTCO CAO TRULY DEL FRANGO E KIWI 90G,Geral,5,6,0,12,23/12/2025,,1,L0518,AP,TERCO
1763,PTCO CAO TRULY DEL FILE DE FRANGO 90G,Geral,5,6,0,13,23/12/2025,,1,L0519,AP,TERCO
1752,PTCO CAO TRULY DEL TWISTS DE FRANGO 90G,Geral,5,6,0,14,12/01/2026,,1,L0520,AP,TERCO
1758,PTCO CAO TRULY DEL SUSHI SALMAO ATUM CAM. 90G,Geral,5,6,0,15,12/01/2026,,1,L0521,AP,TERCO
1755,PTCO CAO TRULY DEL PLT DE FRANGO E CENOURA 90G,Geral,5,6,0,16,23/12/2025,,1,L0522,AP,TERCO
1020,ACC VDC HYPOALLERGENIC SMALL 2KG,Veterinária,5,6,2,1,08/11/2026,5,1,L0523,AE,INTEIRO
1702,ACC SPN MAXI ADULT 18KG PRO,Geral,5,6,2,2,05/03/2026,5,1,L0524,AE,INTEIRO
1784,PTCO GATO TRULY ENL DE FRANGO E SALMAO 95G,Geral,5,8,0,1,23/11/2025,,1,L0525,AP,TERCO
1785,PTCO GATO TRULY ENL DE FRANGO E ATUM 95G,Geral,5,8,0,2,23/11/2025,,1,L0526,AP,TERCO
1786,PTCO GATO TRULY ENL FRANGO E CARANGUEIJO 95G,Geral,5,8,0,3,23/11/2025,,1,L0527,AP,TERCO
1783,PTCO GATO TRULY FUN DENTAL SABOR PATO 50G,Cuidados,5,8,0,4,23/12/2025,,1,L0528,AP,TERCO
1778,PTCO GATO TRULY DEL PLT DE PATO TAURINA 50G,Geral,5,8,0,5,21/11/2025,,1,L0529,AP,TERCO
1782,PTCO GATO TRULY FUN ANT BOLA DE PEL FRANGO 50G,Geral,5,8,0,6,27/09/2026,,1,L0530,AP,TERCO
1781,PTCO GATO TRULY DEL M COR DE FRANGO E PEIXE 50G,Geral,5,8,0,7,12/01/2026,,1,L0531,AP,TERCO
1781,PTCO GATO TRULY DEL M COR DE FRANGO E PEIXE 50G,Geral,5,8,0,7,23/12/2025,,1,L0532,AP,TERCO
1781,PTCO GATO TRULY DEL M COR DE FRANGO E PEIXE 50G,Geral,5,8,0,7,19/10/2025,,1,L0533,AP,TERCO
1780,PTCO GATO TRULY DEL M TIR DE FRANGO E PEIXE 50G,Geral,5,8,0,8,21/11/2025,,1,L0534,AP,TERCO
1780,PTCO GATO TRULY DEL M TIR DE FRANGO E PEIXE 50G,Geral,5,8,0,8,20/10/2025,,1,L0535,AP,TERCO
1779,PTCO GATO TRULY DEL PLT DE ATUM TAURINA 50G,Geral,5,8,0,9,21/11/2025,,1,L0536,AP,TERCO
1757,PTCO CAO TRULY DEL TIRAS DE FRANGO E PEIXE 90G,Geral,5,8,0,10,12/01/2026,,1,L0537,AP,TERCO
1767,PTCO CAO TRULY DEL TIRAS DE ATUM 90G,Geral,5,8,0,11,23/12/2025,,1,L0538,AP,TERCO
1766,PTCO CAO TRULY DEL FRANGO E BANANA 90G,Geral,5,8,0,12,12/01/2026,,1,L0539,AP,TERCO
1764,PTCO CAO TRULY DEL FRANGO NO PLT DE COURO 85G,Geral,5,8,0,13,12/01/2026,,1,L0540,AP,TERCO
1750,PTCO CAO TRULY DEL FATIAS DE FRANGO 90G,Geral,5,8,0,14,18/08/2026,,1,L0541,AP,TERCO
618,ACC VDC GASTRO INTESTINAL LOW FAT 1 5KG,Veterinária,5,8,2,1,31/10/2026,5,1,L0542,AE,INTEIRO
1296,ACC VDC SATIETY SMALL DOG 1 5KG,Veterinária,5,8,2,2,29/10/2026,5,1,L0543,AE,INTEIRO
1773,PTCO CAO TRULY TRA M PALITOS DE CORDEIRO 90G,Geral,5,10,0,1,23/12/2025,,1,L0544,AP,TERCO
1775,PTCO CAO TRULY FUN TIRAS SENIOR 100G,Geral,5,10,0,3,23/12/2025,,1,L0545,AP,TERCO
1777,PTCO CAO TRULY FUN CORDAS DENTAIS 95G,Geral,5,10,0,4,26/12/2025,,1,L0546,AP,TERCO
1774,PTCO CAO TRULY FUN TIR DE ESPINAFRE E AIPO 100G,Geral,5,10,0,5,23/12/2025,,1,L0547,AP,TERCO
1776,PTCO CAO TRULY FUN ESC DE DENTE SABOR BIFE 90G,Geral,5,10,0,6,17/01/2026,,1,L0548,AP,TERCO
1768,PTCO CAO TRULY DEL TIRAS DE CERVO 85G,Geral,5,10,0,7,23/12/2025,,1,L0549,AP,TERCO
1756,PTCO CAO TRULY DEL FAT DE FRANGO E QUEIJO 90G,Geral,5,10,0,8,12/01/2026,,1,L0550,AP,TERCO
1760,PTCO CAO TRULY DEL FATIAS DE PATO 90G,Geral,5,10,0,9,12/01/2026,,1,L0551,AP,TERCO
1759,PTCO CAO TRULY DEL PLT PEIXE E BATATA DOCE 90G,Geral,5,10,0,10,23/12/2025,,1,L0552,AP,TERCO
1753,PTCO CAO TRULY DEL CROISSANT DE FRANGO 90G,Geral,5,10,0,11,23/12/2025,,1,L0553,AP,TERCO
1514,TAPETE HIGIENICO CARVAO BAMBU 80 X 58 C 30UN,Geral,5,10,2,1,01/05/2027,5,1,L0554,AE,INTEIRO
1707,ACC VDF GI HYDROL PROT 1 5KG,Veterinária,5,10,2,2,06/11/2026,5,1,L0555,AE,INTEIRO
1765,PTCO CAO TRULY DEL FRANGO NO PLT DE COURO 325G,Geral,5,12,0,1,19/10/2025,,1,L0556,AP,TERCO
1748,PTCO CAO TRULY DEL TWISTS DE FRANGO 360G,Geral,5,12,0,2,23/12/2025,,1,L0557,AP,TERCO
1747,PTCO CAO TRULY DEL FATIAS DE FRANGO 360G,Geral,5,12,0,3,12/01/2026,,1,L0558,AP,TERCO
1749,PTCO CAO TRULY DEL FATIAS DE PATO 360G,Geral,5,12,0,4,23/12/2025,,1,L0559,AP,TERCO
1761,PTCO CAO TRULY DEL SUSHI SALMAO ATUM CAM. 400G,Geral,5,12,0,5,23/12/2025,,1,L0560,AP,TERCO
1762,PTCO CAO TRULY DEL FILE DE FRANGO 360G,Geral,5,12,0,6,23/12/2025,,1,L0561,AP,TERCO
1772,PTCO CAO TRULY TRA M PALITOS DE PATO 90G,Geral,5,12,0,7,23/12/2025,,1,L0562,AP,TERCO
1770,PTCO CAO TRULY TRA TIRAS DE FRANGO E PEIXE 90G,Geral,5,12,0,8,23/12/2025,,1,L0563,AP,TERCO
1771,PTCO CAO TRULY TRA M COR DE FRANGO E PEIXE 90G,Geral,5,12,0,9,12/01/2026,,1,L0564,AP,TERCO
1769,PTCO CAO TRULY TRA ISCAS DE FRANGO 85G,Geral,5,12,0,10,12/01/2026,,1,L0565,AP,TERCO
1714,OSSYTO NATURAL COM FRUTAS 50GR,Geral,5,12,0,11,30/01/2026,,1,L0566,AP,TERCO
1712,OSSYTO LIGHT TIRAS 50G,Geral,5,12,0,12,14/06/2025,,1,L0567,AP,TERCO
1713,OSSYTO FRANGO TIRAS 50G,Geral,5,12,0,13,29/01/2026,,1,L0568,AP,TERCO
1711,OSSYTO CHURRASCO 50GR,Geral,5,12,0,14,,,1,L0569,AP,TERCO
1181,OSSYTO NATURAL COM FRUTAS 300GR,Geral,5,12,0,15,23/01/2026,,1,L0570,AP,TERCO
1218,OSSYTO LIGHT TIRAS 300G,Geral,5,12,0,16,29/01/2026,,1,L0571,AP,TERCO
1177,OSSYTO FRANGO TIRAS 500G,Geral,5,12,0,17,29/01/2026,,1,L0572,AP,TERCO
1174,OSSYTO CHURRASCO 500GR,Geral,5,12,0,18,29/01/2026,,1,L0573,AP,TERCO
1751,PTCO CAO TRULY DEL HALT DE FRANGO C COURO 90G,Geral,5,12,0,19,21/01/2026,,1,L0574,AP,TERCO
765,ACC SPN X-SMALL JR 20KG PRO,Geral,5,12,2,1,27/04/2026,5,1,L0575,AE,INTEIRO
1514,TAPETE HIGIENICO CARVAO BAMBU 80 X 58 C 30UN,Geral,5,12,2,2,01/05/2027,5,1,L0576,AE,INTEIRO
1263,ZOOCROCK INTEGRAL 500GR,Geral,5,14,0,1,01/01/2026,,1,L0577,AP,TERCO
1263,ZOOCROCK INTEGRAL 500GR,Geral,5,14,0,1,08/10/2025,,1,L0578,AP,TERCO
1262,ZOOCROCK TRADICIONAL 500GR,Geral,5,14,0,2,27/12/2025,,1,L0579,AP,TERCO
1260,ZOOCROCK FILHOTES 250GR,Geral,5,14,0,3,,,1,L0580,AP,TERCO
1656,OSSYTO GOURMET COXINHA 60GR,Geral,5,14,0,4,13/06/2025,,1,L0581,AP,TERCO
1658,OSSYTO GOURMET CHURROS 60GR,Geral,5,14,0,5,11/06/2025,,1,L0582,AP,TERCO
1659,OSSYTO GOURMET ALMONDEGAS 60GR,Geral,5,14,0,6,08/07/2025,,1,L0583,AP,TERCO
1358,ACC SHN MINI INDOOR ADULT 2 5KG,Geral,5,14,2,1,21/10/2026,5,1,L0584,AE,INTEIRO
1514,TAPETE HIGIENICO CARVAO BAMBU 80 X 58 C,Geral,6,1,0,1,01/05/2027,,1,L0585,AP,MEIO
1259,GRANULADO MICRO SILICA 1 6KG,Geral,6,1,0,2,,,1,L0586,AP,TERCO
1258,GRANULADO SILICA REAL 1 6KG,Geral,6,1,0,3,,,1,L0587,AP,TERCO
1627,TAPETE HIG PUPS 55 X 60 C 07UN (LAN AMENTO 2021),Geral,6,1,0,4,,,1,L0588,AP,TERCO
1625,TAPETE HIG PUPS 80 X 60 C 07UN (LAN AMENTO 2021),Geral,6,1,0,5,31/10/2026,,1,L0589,AP,TERCO
1626,TAPETE HIG PUPS 55 X 60 C 30UN,Geral,6,1,0,6,,,1,L0590,AP,MEIO
1514,TAPETE HIGIENICO CARVAO BAMBU 80 X 58 C,Geral,6,1,2,1,01/05/2027,6,1,L0591,AE,INTEIRO
1514,TAPETE HIGIENICO CARVAO BAMBU 80 X 58 C,Geral,6,1,2,2,01/05/2027,6,1,L0592,AE,INTEIRO
1432,PRE SHAMPOO ANTIRRES DUOS 5L PETPASSION,Geral,6,2,0,1,01/10/2026,,1,L0593,AP,TERCO
1432,PRE SHAMPOO ANTIRRES DUOS 5L PETPASSION,Geral,6,2,0,1,01/04/2027,,1,L0594,AP,TERCO
1432,PRE SHAMPOO ANTIRRES DUOS 5L PETPASSION,Geral,6,2,0,1,01/05/2026,,1,L0595,AP,TERCO
1432,PRE SHAMPOO ANTIRRES DUOS 5L PETPASSION,Geral,6,2,0,1,01/04/2026,,1,L0596,AP,TERCO
1015,SHAMPOO PETPASSION BLANC 5 L,Geral,6,2,0,2,01/09/2026,,1,L0597,AP,TERCO
1015,SHAMPOO PETPASSION BLANC 5 L,Geral,6,2,0,2,01/01/2027,,1,L0598,AP,TERCO
1015,SHAMPOO PETPASSION BLANC 5 L,Geral,6,2,0,2,01/05/2026,,1,L0599,AP,TERCO
1015,SHAMPOO PETPASSION BLANC 5 L,Geral,6,2,0,2,01/07/2026,,1,L0600,AP,TERCO
1014,SHAMPOO PETPASSION NEUTRO 5 L,Geral,6,2,0,3,01/09/2026,,1,L0601,AP,MEIO
1014,SHAMPOO PETPASSION NEUTRO 5 L,Geral,6,2,0,3,01/02/2027,,1,L0602,AP,MEIO
1014,SHAMPOO PETPASSION NEUTRO 5 L,Geral,6,2,0,3,01/10/2026,,1,L0603,AP,MEIO
1014,SHAMPOO PETPASSION NEUTRO 5 L,Geral,6,2,0,3,01/12/2026,,1,L0604,AP,MEIO
1394,LEAVIT V 120ML PETPASSSION,Geral,6,2,0,4,01/05/2026,,1,L0605,AP,TERCO
1369,CEZAR 500ML,Geral,6,2,0,5,01/12/2026,,1,L0606,AP,TERCO
1368,BEBE 500ML,Geral,6,2,0,6,01/07/2027,,1,L0607,AP,TERCO
1370,LISE 500ML,Geral,6,2,0,7,,,1,L0608,AP,TERCO
1521,SOPHIE 60ML (LAN AMENTO),Geral,6,2,0,8,01/11/2026,,1,L0609,AP,TERCO
1564,SAPHIR EAU 60ML (LAN AMENTO 2021),Geral,6,2,0,9,01/09/2027,,1,L0610,AP,TERCO
1563,DIAMANT EAU 60ML (LAN AMENTO 2021),Geral,6,2,0,10,01/02/2027,,1,L0611,AP,TERCO
1515,BEBE 60ML (LAN AMENTO),Geral,6,2,0,11,01/07/2027,,1,L0612,AP,TERCO
1517,DESIR 60ML (LAN AMENTO),Geral,6,2,0,12,01/07/2026,,1,L0613,AP,TERCO
1524,CEZAR 60ML (LAN AMENTO),Geral,6,2,0,13,01/04/2028,,1,L0614,AP,TERCO
1516,ANGE 60ML (LAN AMENTO),Geral,6,2,0,14,01/04/2027,,1,L0615,AP,TERCO
1523,AIME 60ML (LAN AMENTO),Geral,6,2,0,15,01/09/2027,,1,L0616,AP,TERCO
1522,LISE 60ML (LAN AMENTO),Geral,6,2,0,16,01/07/2027,,1,L0617,AP,TERCO
1259,GRANULADO MICRO SILICA 1 6KG,Geral,6,2,2,1,,6,1,L0618,AE,INTEIRO
1259,GRANULADO MICRO SILICA 1 6KG,Geral,6,2,2,2,,6,1,L0619,AE,INTEIRO
1728,AREIA HIGIENICA CAT FREE GRAOS MEDIOS 4KG,Geral,6,3,0,1,17/09/2027,,1,L0620,AP,MEIO
1703,AREIA HIGIENICA CAT FREE GRAOS FINOS 4KG,Geral,6,3,0,2,24/04/2028,,1,L0621,AP,MEIO
1624,TAPETE HIG PUPS 80 X 60 C 30UN (LAN AMENTO 2021),Geral,6,3,0,3,02/05/2027,,1,L0622,AP,MEIO
1723,TAPETE HIGIENICO SANITHY SLIM 70 X 60 C 30UN,Geral,6,3,0,4,09/08/2027,,1,L0623,AP,MEIO
1514,TAPETE HIGIENICO CARVAO BAMBU 80 X 58 C,Geral,6,3,2,1,01/05/2027,6,1,L0624,AE,INTEIRO
1514,TAPETE HIGIENICO CARVAO BAMBU 80 X 58 C,Geral,6,3,2,2,01/05/2027,6,1,L0625,AE,INTEIRO
1013,SHAMPOO PETPASSION BLANC 1 5L (CONCENTRA,Geral,6,4,0,1,01/08/2026,,1,L0626,AP,TERCO
1013,SHAMPOO PETPASSION BLANC 1 5L (CONCENTRA,Geral,6,4,0,1,01/04/2026,,1,L0627,AP,TERCO
1012,SHAMPOO PETPASSION NEUTRO 1 5L (CONCENTR,Geral,6,4,0,2,01/10/2026,,1,L0628,AP,TERCO
1012,SHAMPOO PETPASSION NEUTRO 1 5L (CONCENTR,Geral,6,4,0,2,01/07/2026,,1,L0629,AP,TERCO
1012,SHAMPOO PETPASSION NEUTRO 1 5L (CONCENTR,Geral,6,4,0,2,01/06/2026,,1,L0630,AP,TERCO
1433,PRE SHAMPOO ANTIRRES DUOS 1 5L PETPASSIO,Geral,6,4,0,3,01/08/2026,,1,L0631,AP,TERCO
1433,PRE SHAMPOO ANTIRRES DUOS 1 5L PETPASSIO,Geral,6,4,0,3,01/04/2026,,1,L0632,AP,TERCO
1573,SHAMPOO ODORBLOCK 5L PETPASSION (LAN AME,Geral,6,4,0,4,01/09/2026,,1,L0633,AP,TERCO
1573,SHAMPOO ODORBLOCK 5L PETPASSION (LAN AME,Geral,6,4,0,4,01/01/2027,,1,L0634,AP,TERCO
1573,SHAMPOO ODORBLOCK 5L PETPASSION (LAN AME,Geral,6,4,0,4,01/07/2026,,1,L0635,AP,TERCO
1573,SHAMPOO ODORBLOCK 5L PETPASSION (LAN AME,Geral,6,4,0,4,01/12/2026,,1,L0636,AP,TERCO
1016,CONDICIONADOR PETPASSION UNIVERSAL 5 L,Geral,6,4,0,5,01/09/2026,,1,L0637,AP,TERCO
1016,CONDICIONADOR PETPASSION UNIVERSAL 5 L,Geral,6,4,0,5,01/07/2026,,1,L0638,AP,TERCO
1016,CONDICIONADOR PETPASSION UNIVERSAL 5 L,Geral,6,4,0,5,01/12/2026,,1,L0639,AP,TERCO
1016,CONDICIONADOR PETPASSION UNIVERSAL 5 L,Geral,6,4,0,5,01/04/2026,,1,L0640,AP,TERCO
1017,CONDICIONADOR PETPASSION BLANC 5 L,Geral,6,4,0,6,01/10/2025,,1,L0641,AP,TERCO
1017,CONDICIONADOR PETPASSION BLANC 5 L,Geral,6,4,0,6,01/04/2026,,1,L0642,AP,TERCO
1434,SHAMPOO BEBE 5L PETPASSION,Geral,6,4,0,7,01/02/2027,,1,L0643,AP,TERCO
1434,SHAMPOO BEBE 5L PETPASSION,Geral,6,4,0,7,01/01/2027,,1,L0644,AP,TERCO
1434,SHAMPOO BEBE 5L PETPASSION,Geral,6,4,0,7,01/08/2026,,1,L0645,AP,TERCO
1436,MASCARA TERRACOTA 500G PETPASSION,Geral,6,4,0,8,01/10/2026,,1,L0646,AP,TERCO
1435,MASCARA ROXA 500G PETPASSION,Geral,6,4,0,9,01/04/2026,,1,L0647,AP,TERCO
1431,CONDICIONADOR BEBE 500ML PETPASSION,Geral,6,4,0,10,01/03/2027,,1,L0648,AP,TERCO
1431,CONDICIONADOR BEBE 500ML PETPASSION,Geral,6,4,0,10,01/01/2027,,1,L0649,AP,TERCO
1430,SHAMPOO BEBE PETPASSION 500ML,Geral,6,4,0,11,01/01/2027,,1,L0650,AP,TERCO
1566,SAPHIR EAU 500ML (LAN AMENTO 2021),Geral,6,4,0,12,,,1,L0651,AP,TERCO
1565,DIAMANT EAU 500ML (LAN AMENTO 2021),Geral,6,4,0,13,,,1,L0652,AP,TERCO
1371,AIMEE 500ML,Geral,6,4,0,14,01/08/2026,,1,L0653,AP,TERCO
1259,GRANULADO MICRO SILICA 1 6KG,Geral,6,4,2,1,,6,1,L0654,AE,INTEIRO
1259,GRANULADO MICRO SILICA 1 6KG,Geral,6,4,2,2,,6,1,L0655,AE,INTEIRO
1833,PTCO GATO WANPY SOPA SALMAO E ATUM 50G,Geral,6,5,0,1,31/10/2026,,1,L0656,AP,TERCO
1830,PTCO GATO WANPY SOPA FRANGO 50G,Geral,6,5,0,2,31/10/2026,,1,L0657,AP,TERCO
1831,PTCO GATO WANPY SOPA ATUM 50G,Geral,6,5,0,3,31/10/2026,,1,L0658,AP,TERCO
1829,PTCO GATO WANPY SOPA FRANGO C ABOB E CEN 50G,Geral,6,5,0,4,31/10/2026,,1,L0659,AP,TERCO
1834,PTCO GATO WANPY SOPA PATO 50G,Geral,6,5,0,5,31/10/2026,,1,L0660,AP,TERCO
1832,PTCO GATO WANPY SOPA ATUM E CAMARAO 50G,Geral,6,5,0,6,31/10/2026,,1,L0661,AP,TERCO
1824,PTCO GATO WANPY SACHE DE FRANGO E BAC 85G,Geral,6,5,0,7,31/10/2026,,1,L0662,AP,TERCO
1823,PTCO GATO WANPY SACHE DE FRANGO E CAM 85G,Geral,6,5,0,8,31/10/2026,,1,L0663,AP,TERCO
1854,PTCO GATO WANPY CRE ATUM E SALMAO 14GX50 700G,Geral,6,5,0,9,15/12/2026,,1,L0664,AP,TERCO
1855,PTCO GATO WANPY CRE SORTIDO 14GX50 700G,Geral,6,5,0,10,21/12/2026,,1,L0665,AP,TERCO
1853,PTCO GATO WANPY CRE FRANGO 14GX50 700G,Geral,6,5,0,11,21/12/2026,,1,L0666,AP,TERCO
1851,PTCO GATO WANPY CRE ATUM E VIEIRA 14GX25 350G,Geral,6,5,0,12,15/12/2026,,1,L0667,AP,TERCO
1852,PTCO GATO WANPY CRE SORTIDO 14GX25 350G,Geral,6,5,0,13,21/12/2026,,1,L0668,AP,TERCO
1850,PTCO GATO WANPY CRE ATUM E CAMARAO 14GX25 350G,Geral,6,5,0,14,21/12/2026,,1,L0669,AP,TERCO
1514,TAPETE HIGIENICO CARVAO BAMBU 80 X 58 C,Geral,6,5,2,2,01/05/2027,6,1,L0670,AE,INTEIRO
372,ANGE 1 LITRO,Geral,6,6,0,1,01/04/2027,,1,L0671,AP,TERCO
372,ANGE 1 LITRO,Geral,6,6,0,1,01/08/2026,,1,L0672,AP,TERCO
394,CEZAR 1 LITRO,Geral,6,6,0,2,01/07/2027,,1,L0673,AP,TERCO
394,CEZAR 1 LITRO,Geral,6,6,0,2,01/12/2026,,1,L0674,AP,TERCO
1567,DIAMANT EAU 1000L (LAN AMENTO 2021),Geral,6,6,0,3,01/02/2027,,1,L0675,AP,TERCO
393,BEBE 1 LITRO,Geral,6,6,0,4,01/03/2027,,1,L0676,AP,MEIO
393,BEBE 1 LITRO,Geral,6,6,0,4,01/12/2027,,1,L0677,AP,MEIO
393,BEBE 1 LITRO,Geral,6,6,0,4,01/07/2027,,1,L0678,AP,MEIO
1395,LEAVIT V 450ML PETPASSION,Geral,6,6,0,5,01/01/2027,,1,L0679,AP,TERCO
